night_date,n_hours,err,err_mw,a_share,f_share,wb,cum_cold_h,season,month,doy,dow,holiday,below,dist,campaign_start,campaign_night2
2023-11-16,11,-0.20402117665930594,-25.85090909090911,4.769978823340694,4.974,2.195117771751511,173.0,2023,11,320,3,0,0,4.1951177717515105,0,0
2023-11-17,11,-0.32600791530719503,-39.54981818181819,4.756901175601896,5.082909090909091,6.00181740171779,173.0,2023,11,321,4,0,0,8.00181740171779,0,0
2023-11-18,11,0.1475085390234433,14.38809090909092,5.072872175387079,4.925363636363636,-3.4076248353104974,178.0,2023,11,322,5,0,1,-1.4076248353104974,1,0
2023-11-19,11,0.1370407133780402,-1.4040909090909137,5.170949804287131,5.0339090909090904,-5.682006069351809,190.0,2023,11,323,6,0,1,-3.682006069351809,0,1
2023-11-20,11,0.3039258352334073,36.81645454545455,5.237289471597044,4.933363636363636,-9.866731009155707,214.0,2023,11,324,0,0,1,-7.866731009155707,0,0
2023-11-21,10,-0.07970907622752996,-17.096900000000005,4.835790923772469,4.9155,-1.9825829174709249,239.0,2023,11,325,1,0,0,0.017417082529075145,0,0
2023-11-22,11,-0.21025090191097517,-35.27154545454545,4.655749098089025,4.866,1.193260801438601,244.0,2023,11,326,2,0,0,3.1932608014386012,0,0
2023-11-23,11,-0.20221809964655443,-37.560272727272725,4.741509173080718,4.943727272727273,-0.2747148990255297,244.0,2023,11,327,3,0,0,1.7252851009744703,0,0
2023-11-24,11,0.12460615258656325,11.670727272727277,5.230424334404745,5.105818181818182,-10.784846834660895,258.0,2023,11,328,4,0,1,-8.784846834660895,1,0
2023-11-25,11,-0.009667534315102781,6.792999999999996,4.80715064750308,4.816818181818181,-5.364711784933172,282.0,2023,11,329,5,0,1,-3.3647117849331716,0,1
2023-11-26,11,-0.3242547732862891,-50.91163636363637,4.644836135804621,4.969090909090909,-0.3906227877367096,299.0,2023,11,330,6,0,0,1.6093772122632903,0,0
2023-11-27,11,-0.04740992041922298,-20.31418181818182,4.904590079580777,4.952,-4.752057342577055,302.0,2023,11,331,0,0,1,-2.7520573425770554,0,0
2023-11-28,11,0.0047716359837871895,3.3852727272727425,4.998771635983787,4.994,-9.565843917339466,326.0,2023,11,332,1,0,1,-7.565843917339466,0,0
2023-11-29,11,0.1557448734584737,25.816,4.986472146185746,4.830727272727272,-6.991491892085676,350.0,2023,11,333,2,0,1,-4.991491892085676,0,0
2023-11-30,11,-0.060409426775747205,-16.762636363636375,4.770954209587889,4.831363636363636,0.09306134790462638,365.0,2023,11,334,3,0,0,2.0930613479046265,0,0
2023-12-01,11,0.037716523239288306,-9.043272727272738,4.840716523239288,4.803,1.6815626835166044,365.0,2023,12,335,4,0,0,3.6815626835166047,0,0
2023-12-02,11,-0.015595597117487097,-9.31400000000001,4.848586221064331,4.864181818181819,1.681546155083757,365.0,2023,12,336,5,0,0,3.681546155083757,0,0
2023-12-03,11,-0.06500877338134124,-4.87454545454545,4.7207184993459315,4.785727272727272,0.28009833552140717,365.0,2023,12,337,6,0,0,2.2800983355214073,0,0
2023-12-04,11,0.022380829695825725,-4.622454545454554,4.990199011514007,4.967818181818182,-3.9380196581018327,365.0,2023,12,338,0,0,1,-1.9380196581018327,1,0
